template_id,src_cat,src_aspect,predicate,tgt_cat,tgt_aspect
t10848,pathological process,,has positive upstream actor,gene,
t10849,pathological process,,has positive upstream actor,gene product mixin,
t10850,pathological process,,has negative upstream actor,gene,
t10851,pathological process,,has negative upstream actor,gene product mixin,
t10852,pathological process,,has upstream or within actor,gene,
t10853,pathological process,,has upstream or within actor,gene product mixin,
t10854,pathological process,,has positive upstream or within actor,gene,
t10855,pathological process,,has positive upstream or within actor,gene product mixin,
t10856,pathological process,,has negative upstream or within actor,gene,
t10857,pathological process,,has negative upstream or within actor,gene product mixin,
t10858,pathological process,,assesses,attribute,
t10859,pathological process,,assesses,organism taxon,
t10860,pathological process,,assesses,event,
t10861,pathological process,,is assessed by,attribute,
t10862,pathological process,,is assessed by,organism taxon,
t10863,pathological process,,is assessed by,event,
t10864,pathological process,,interacts with,attribute,
t10865,pathological process,,interacts with,organism taxon,
t10866,pathological process,,interacts with,event,
t10867,pathological process,,associated with sensitivity to,molecular entity,
t10868,pathological process,,associated with sensitivity to,chemical mixture,
t10869,pathological process,,associated with sensitivity to,environmental food contaminant,
t10870,pathological process,,associated with resistance to,molecular entity,
t10871,pathological process,,associated with resistance to,chemical mixture,
t10872,pathological process,,associated with resistance to,environmental food contaminant,
t10873,pathological process,,regulates,physical essence,
t10874,pathological process,,regulates,occurrent,
t10875,pathological process,,regulated by,physical essence,
t10876,pathological process,,regulated by,occurrent,
t10877,pathological process,,correlated with,attribute,
t10878,pathological process,,correlated with,organism taxon,
t10879,pathological process,,correlated with,event,
t10880,pathological process,,positively correlated with,attribute,
t10881,pathological process,,positively correlated with,organism taxon,
t10882,pathological process,,positively correlated with,event,
t10883,pathological process,,negatively correlated with,attribute,
t10884,pathological process,,negatively correlated with,organism taxon,
t10885,pathological process,,negatively correlated with,event,
t10886,pathological process,,occurs together in literature with,attribute,
t10887,pathological process,,occurs together in literature with,organism taxon,
t10888,pathological process,,occurs together in literature with,event,
t10889,pathological process,,has phenotype,behavioral feature,
t10890,pathological process,,has phenotype,clinical finding,
t10891,pathological process,,located in,attribute,
t10892,pathological process,,located in,organism taxon,
t10893,pathological process,,located in,event,
t10894,pathological process,,location of,attribute,
t10895,pathological process,,location of,organism taxon,
t10896,pathological process,,location of,event,
t10897,pathological process,,has input,attribute,
t10898,pathological process,,has input,organism taxon,
t10899,pathological process,,has input,event,
t10900,pathological process,,is input of,molecular activity,
t10901,pathological process,,is input of,biological process,
t10902,pathological process,,has output,attribute,
t10903,pathological process,,has output,organism taxon,
t10904,pathological process,,has output,event,
t10905,pathological process,,is output of,molecular activity,
t10906,pathological process,,is output of,biological process,
t10907,pathological process,,has participant,activity and behavior,
t10908,pathological process,,has participant,phenomenon,
t10909,pathological process,,has participant,environmental process,
t10910,pathological process,,participates in,molecular activity,
t10911,pathological process,,participates in,biological process,
t10912,pathological process,,actively involved in,molecular activity,
t10913,pathological process,,actively involved in,biological process,
t10914,pathological process,,actively involves,attribute,
t10915,pathological process,,actively involves,organism taxon,
t10916,pathological process,,actively involves,event,
t10917,pathological process,,capable of,activity and behavior,
t10918,pathological process,,capable of,phenomenon,
t10919,pathological process,,capable of,environmental process,
t10920,pathological process,,can be carried out by,attribute,
t10921,pathological process,,can be carried out by,organism taxon,
t10922,pathological process,,can be carried out by,event,
t10923,pathological process,,enabled by,material sample,
t10924,pathological process,,consumes,attribute,
t10925,pathological process,,consumes,organism taxon,
t10926,pathological process,,consumes,event,
t10927,pathological process,,consumed by,attribute,
t10928,pathological process,,consumed by,organism taxon,
t10929,pathological process,,consumed by,event,
t10930,pathological process,,temporally related to,activity and behavior,
t10931,pathological process,,temporally related to,phenomenon,
t10932,pathological process,,temporally related to,environmental process,
t10933,pathological process,,precedes,activity and behavior,
t10934,pathological process,,precedes,phenomenon,
t10935,pathological process,,precedes,environmental process,
t10936,pathological process,,preceded by,activity and behavior,
t10937,pathological process,,preceded by,phenomenon,
t10938,pathological process,,preceded by,environmental process,
t10939,pathological process,,has contraindication,chemical entity,
t10940,pathological process,,has contraindication,drug,
t10941,pathological process,,has contraindication,treatment,
t10942,pathological process,,in taxon,organism taxon,
t10943,pathological process,,is molecular consequence of,,
t10944,pathological process exposure,,related to,attribute,
t10945,pathological process exposure,,related to,organism taxon,
t10946,pathological process exposure,,related to,event,
t10947,pathological process exposure,,associated with,attribute,
t10948,pathological process exposure,,associated with,organism taxon,
t10949,pathological process exposure,,associated with,event,
t10950,pathological process exposure,,superclass of,attribute,
t10951,pathological process exposure,,superclass of,relationship type,
t10952,pathological process exposure,,superclass of,taxonomic rank,
t10953,pathological process exposure,,subclass of,attribute,
t10954,pathological process exposure,,subclass of,relationship type,
t10955,pathological process exposure,,subclass of,taxonomic rank,
t10956,pathological process exposure,,assesses,attribute,
t10957,pathological process exposure,,assesses,organism taxon,
t10958,pathological process exposure,,assesses,event,
t10959,pathological process exposure,,is assessed by,attribute,
t10960,pathological process exposure,,is assessed by,organism taxon,
t10961,pathological process exposure,,is assessed by,event,
t10962,pathological process exposure,,interacts with,attribute,
t10963,pathological process exposure,,interacts with,organism taxon,
t10964,pathological process exposure,,interacts with,event,
t10965,pathological process exposure,,associated with sensitivity to,molecular entity,
t10966,pathological process exposure,,associated with sensitivity to,chemical mixture,
t10967,pathological process exposure,,associated with sensitivity to,environmental food contaminant,
t10968,pathological process exposure,,associated with resistance to,molecular entity,
t10969,pathological process exposure,,associated with resistance to,chemical mixture,
t10970,pathological process exposure,,associated with resistance to,environmental food contaminant,
t10971,pathological process exposure,,correlated with,attribute,
t10972,pathological process exposure,,correlated with,organism taxon,
t10973,pathological process exposure,,correlated with,event,
t10974,pathological process exposure,,positively correlated with,attribute,
t10975,pathological process exposure,,positively correlated with,organism taxon,
t10976,pathological process exposure,,positively correlated with,event,
t10977,pathological process exposure,,negatively correlated with,attribute,
t10978,pathological process exposure,,negatively correlated with,organism taxon,
t10979,pathological process exposure,,negatively correlated with,event,
t10980,pathological process exposure,,occurs together in literature with,attribute,
t10981,pathological process exposure,,occurs together in literature with,organism taxon,
t10982,pathological process exposure,,occurs together in literature with,event,
t10983,pathological process exposure,,located in,attribute,
t10984,pathological process exposure,,located in,organism taxon,
t10985,pathological process exposure,,located in,event,
t10986,pathological process exposure,,location of,attribute,
t10987,pathological process exposure,,location of,organism taxon,
t10988,pathological process exposure,,location of,event,
t10989,pathological process exposure,,is input of,molecular activity,
t10990,pathological process exposure,,is input of,biological process,
t10991,pathological process exposure,,is output of,molecular activity,
t10992,pathological process exposure,,is output of,biological process,
t10993,pathological process exposure,,actively involved in,molecular activity,
t10994,pathological process exposure,,actively involved in,biological process,
t10995,pathological process exposure,,capable of,activity and behavior,
t10996,pathological process exposure,,capable of,phenomenon,
t10997,pathological process exposure,,capable of,environmental process,
t10998,pathological process exposure,,consumes,attribute,
t10999,pathological process exposure,,consumes,organism taxon,
t11000,pathological process exposure,,consumes,event,
t11001,pathological process exposure,,consumed by,attribute,
t11002,pathological process exposure,,consumed by,organism taxon,
t11003,pathological process exposure,,consumed by,event,
t11004,pathological process exposure,,is molecular consequence of,,
t11005,pathological anatomical structure,,related to,attribute,
t11006,pathological anatomical structure,,related to,organism taxon,
t11007,pathological anatomical structure,,related to,event,
t11008,pathological anatomical structure,,associated with,attribute,
t11009,pathological anatomical structure,,associated with,organism taxon,
t11010,pathological anatomical structure,,associated with,event,
t11011,pathological anatomical structure,,assesses,attribute,
t11012,pathological anatomical structure,,assesses,organism taxon,
t11013,pathological anatomical structure,,assesses,event,
t11014,pathological anatomical structure,,is assessed by,attribute,
t11015,pathological anatomical structure,,is assessed by,organism taxon,
t11016,pathological anatomical structure,,is assessed by,event,
t11017,pathological anatomical structure,,interacts with,attribute,
t11018,pathological anatomical structure,,interacts with,organism taxon,
t11019,pathological anatomical structure,,interacts with,event,
t11020,pathological anatomical structure,,associated with sensitivity to,molecular entity,
t11021,pathological anatomical structure,,associated with sensitivity to,chemical mixture,
t11022,pathological anatomical structure,,associated with sensitivity to,environmental food contaminant,
t11023,pathological anatomical structure,,associated with resistance to,molecular entity,
t11024,pathological anatomical structure,,associated with resistance to,chemical mixture,
t11025,pathological anatomical structure,,associated with resistance to,environmental food contaminant,
t11026,pathological anatomical structure,,regulates,physical essence,
t11027,pathological anatomical structure,,regulates,occurrent,
t11028,pathological anatomical structure,,regulated by,physical essence,
t11029,pathological anatomical structure,,regulated by,occurrent,
t11030,pathological anatomical structure,,correlated with,attribute,
t11031,pathological anatomical structure,,correlated with,organism taxon,
t11032,pathological anatomical structure,,correlated with,event,
t11033,pathological anatomical structure,,positively correlated with,attribute,
t11034,pathological anatomical structure,,positively correlated with,organism taxon,
t11035,pathological anatomical structure,,positively correlated with,event,
t11036,pathological anatomical structure,,negatively correlated with,attribute,
t11037,pathological anatomical structure,,negatively correlated with,organism taxon,
t11038,pathological anatomical structure,,negatively correlated with,event,
t11039,pathological anatomical structure,,occurs together in literature with,attribute,
t11040,pathological anatomical structure,,occurs together in literature with,organism taxon,
t11041,pathological anatomical structure,,occurs together in literature with,event,
t11042,pathological anatomical structure,,expresses,gene,
t11043,pathological anatomical structure,,expresses,gene product mixin,
t11044,pathological anatomical structure,,has phenotype,behavioral feature,
t11045,pathological anatomical structure,,has phenotype,clinical finding,
t11046,pathological anatomical structure,,located in,attribute,
t11047,pathological anatomical structure,,located in,organism taxon,
t11048,pathological anatomical structure,,located in,event,
t11049,pathological anatomical structure,,location of,attribute,
t11050,pathological anatomical structure,,location of,organism taxon,
t11051,pathological anatomical structure,,location of,event,
t11052,pathological anatomical structure,,is input of,molecular activity,
t11053,pathological anatomical structure,,is input of,biological process,
t11054,pathological anatomical structure,,is output of,molecular activity,
t11055,pathological anatomical structure,,is output of,biological process,
t11056,pathological anatomical structure,,actively involved in,molecular activity,
t11057,pathological anatomical structure,,actively involved in,biological process,
t11058,pathological anatomical structure,,capable of,activity and behavior,
t11059,pathological anatomical structure,,capable of,phenomenon,
t11060,pathological anatomical structure,,capable of,environmental process,
t11061,pathological anatomical structure,,consumes,attribute,
t11062,pathological anatomical structure,,consumes,organism taxon,
t11063,pathological anatomical structure,,consumes,event,
t11064,pathological anatomical structure,,consumed by,attribute,
t11065,pathological anatomical structure,,consumed by,organism taxon,
t11066,pathological anatomical structure,,consumed by,event,
t11067,pathological anatomical structure,,has contraindication,chemical entity,
t11068,pathological anatomical structure,,has contraindication,drug,
t11069,pathological anatomical structure,,has contraindication,treatment,
t11070,pathological anatomical structure,,in taxon,organism taxon,
t11071,pathological anatomical exposure,,related to,attribute,
t11072,pathological anatomical exposure,,related to,organism taxon,
t11073,pathological anatomical exposure,,related to,event,
t11074,pathological anatomical exposure,,associated with,attribute,
t11075,pathological anatomical exposure,,associated with,organism taxon,
t11076,pathological anatomical exposure,,associated with,event,
t11077,pathological anatomical exposure,,superclass of,attribute,
t11078,pathological anatomical exposure,,superclass of,relationship type,
t11079,pathological anatomical exposure,,superclass of,taxonomic rank,
t11080,pathological anatomical exposure,,subclass of,attribute,
t11081,pathological anatomical exposure,,subclass of,relationship type,
t11082,pathological anatomical exposure,,subclass of,taxonomic rank,
t11083,pathological anatomical exposure,,assesses,attribute,
t11084,pathological anatomical exposure,,assesses,organism taxon,
t11085,pathological anatomical exposure,,assesses,event,
t11086,pathological anatomical exposure,,is assessed by,attribute,
t11087,pathological anatomical exposure,,is assessed by,organism taxon,
t11088,pathological anatomical exposure,,is assessed by,event,
t11089,pathological anatomical exposure,,interacts with,attribute,
t11090,pathological anatomical exposure,,interacts with,organism taxon,
t11091,pathological anatomical exposure,,interacts with,event,
t11092,pathological anatomical exposure,,associated with sensitivity to,molecular entity,
t11093,pathological anatomical exposure,,associated with sensitivity to,chemical mixture,
t11094,pathological anatomical exposure,,associated with sensitivity to,environmental food contaminant,
t11095,pathological anatomical exposure,,associated with resistance to,molecular entity,
t11096,pathological anatomical exposure,,associated with resistance to,chemical mixture,
t11097,pathological anatomical exposure,,associated with resistance to,environmental food contaminant,
t11098,pathological anatomical exposure,,correlated with,attribute,
t11099,pathological anatomical exposure,,correlated with,organism taxon,
t11100,pathological anatomical exposure,,correlated with,event,
t11101,pathological anatomical exposure,,positively correlated with,attribute,
t11102,pathological anatomical exposure,,positively correlated with,organism taxon,
t11103,pathological anatomical exposure,,positively correlated with,event,
t11104,pathological anatomical exposure,,negatively correlated with,attribute,
t11105,pathological anatomical exposure,,negatively correlated with,organism taxon,
t11106,pathological anatomical exposure,,negatively correlated with,event,
t11107,pathological anatomical exposure,,occurs together in literature with,attribute,
t11108,pathological anatomical exposure,,occurs together in literature with,organism taxon,
t11109,pathological anatomical exposure,,occurs together in literature with,event,
t11110,pathological anatomical exposure,,located in,attribute,
t11111,pathological anatomical exposure,,located in,organism taxon,
t11112,pathological anatomical exposure,,located in,event,
t11113,pathological anatomical exposure,,location of,attribute,
t11114,pathological anatomical exposure,,location of,organism taxon,
t11115,pathological anatomical exposure,,location of,event,
t11116,pathological anatomical exposure,,is input of,molecular activity,
t11117,pathological anatomical exposure,,is input of,biological process,
t11118,pathological anatomical exposure,,is output of,molecular activity,
t11119,pathological anatomical exposure,,is output of,biological process,
t11120,pathological anatomical exposure,,actively involved in,molecular activity,
t11121,pathological anatomical exposure,,actively involved in,biological process,
t11122,pathological anatomical exposure,,capable of,activity and behavior,
t11123,pathological anatomical exposure,,capable of,phenomenon,
t11124,pathological anatomical exposure,,capable of,environmental process,
t11125,pathological anatomical exposure,,consumes,attribute,
t11126,pathological anatomical exposure,,consumes,organism taxon,
t11127,pathological anatomical exposure,,consumes,event,
t11128,pathological anatomical exposure,,consumed by,attribute,
t11129,pathological anatomical exposure,,consumed by,organism taxon,
t11130,pathological anatomical exposure,,consumed by,event,
t11131,pathological anatomical exposure,,is molecular consequence of,,
t11132,disease or phenotypic feature exposure,,related to,attribute,
t11133,disease or phenotypic feature exposure,,related to,organism taxon,
t11134,disease or phenotypic feature exposure,,related to,event,
t11135,disease or phenotypic feature exposure,,associated with,attribute,
t11136,disease or phenotypic feature exposure,,associated with,organism taxon,
t11137,disease or phenotypic feature exposure,,associated with,event,
t11138,disease or phenotypic feature exposure,,superclass of,attribute,
t11139,disease or phenotypic feature exposure,,superclass of,relationship type,
t11140,disease or phenotypic feature exposure,,superclass of,taxonomic rank,
t11141,disease or phenotypic feature exposure,,subclass of,attribute,
t11142,disease or phenotypic feature exposure,,subclass of,relationship type,
t11143,disease or phenotypic feature exposure,,subclass of,taxonomic rank,
t11144,disease or phenotypic feature exposure,,assesses,attribute,
t11145,disease or phenotypic feature exposure,,assesses,organism taxon,
t11146,disease or phenotypic feature exposure,,assesses,event,
t11147,disease or phenotypic feature exposure,,is assessed by,attribute,
t11148,disease or phenotypic feature exposure,,is assessed by,organism taxon,
t11149,disease or phenotypic feature exposure,,is assessed by,event,
t11150,disease or phenotypic feature exposure,,interacts with,attribute,
t11151,disease or phenotypic feature exposure,,interacts with,organism taxon,
t11152,disease or phenotypic feature exposure,,interacts with,event,
t11153,disease or phenotypic feature exposure,,associated with sensitivity to,molecular entity,
t11154,disease or phenotypic feature exposure,,associated with sensitivity to,chemical mixture,
t11155,disease or phenotypic feature exposure,,associated with sensitivity to,environmental food contaminant,
t11156,disease or phenotypic feature exposure,,associated with resistance to,molecular entity,
t11157,disease or phenotypic feature exposure,,associated with resistance to,chemical mixture,
t11158,disease or phenotypic feature exposure,,associated with resistance to,environmental food contaminant,
t11159,disease or phenotypic feature exposure,,correlated with,attribute,
t11160,disease or phenotypic feature exposure,,correlated with,organism taxon,
t11161,disease or phenotypic feature exposure,,correlated with,event,
t11162,disease or phenotypic feature exposure,,positively correlated with,attribute,
t11163,disease or phenotypic feature exposure,,positively correlated with,organism taxon,
t11164,disease or phenotypic feature exposure,,positively correlated with,event,
t11165,disease or phenotypic feature exposure,,negatively correlated with,attribute,
t11166,disease or phenotypic feature exposure,,negatively correlated with,organism taxon,
t11167,disease or phenotypic feature exposure,,negatively correlated with,event,
t11168,disease or phenotypic feature exposure,,occurs together in literature with,attribute,
t11169,disease or phenotypic feature exposure,,occurs together in literature with,organism taxon,
t11170,disease or phenotypic feature exposure,,occurs together in literature with,event,
t11171,disease or phenotypic feature exposure,,located in,attribute,
t11172,disease or phenotypic feature exposure,,located in,organism taxon,
t11173,disease or phenotypic feature exposure,,located in,event,
t11174,disease or phenotypic feature exposure,,location of,attribute,
t11175,disease or phenotypic feature exposure,,location of,organism taxon,
t11176,disease or phenotypic feature exposure,,location of,event,
t11177,disease or phenotypic feature exposure,,is input of,molecular activity,
t11178,disease or phenotypic feature exposure,,is input of,biological process,
t11179,disease or phenotypic feature exposure,,is output of,molecular activity,
t11180,disease or phenotypic feature exposure,,is output of,biological process,
t11181,disease or phenotypic feature exposure,,actively involved in,molecular activity,
t11182,disease or phenotypic feature exposure,,actively involved in,biological process,
t11183,disease or phenotypic feature exposure,,capable of,activity and behavior,
t11184,disease or phenotypic feature exposure,,capable of,phenomenon,
t11185,disease or phenotypic feature exposure,,capable of,environmental process,
t11186,disease or phenotypic feature exposure,,consumes,attribute,
t11187,disease or phenotypic feature exposure,,consumes,organism taxon,
t11188,disease or phenotypic feature exposure,,consumes,event,
t11189,disease or phenotypic feature exposure,,consumed by,attribute,
t11190,disease or phenotypic feature exposure,,consumed by,organism taxon,
t11191,disease or phenotypic feature exposure,,consumed by,event,
t11192,disease or phenotypic feature exposure,,is molecular consequence of,,
t11193,chemical exposure,,related to,attribute,
t11194,chemical exposure,,related to,organism taxon,
t11195,chemical exposure,,related to,event,
t11196,chemical exposure,,associated with,attribute,
t11197,chemical exposure,,associated with,organism taxon,
t11198,chemical exposure,,associated with,event,
t11199,chemical exposure,,superclass of,attribute,
t11200,chemical exposure,,superclass of,relationship type,
t11201,chemical exposure,,superclass of,taxonomic rank,
t11202,chemical exposure,,subclass of,attribute,
t11203,chemical exposure,,subclass of,relationship type,
t11204,chemical exposure,,subclass of,taxonomic rank,
t11205,chemical exposure,,assesses,attribute,
t11206,chemical exposure,,assesses,organism taxon,
t11207,chemical exposure,,assesses,event,
t11208,chemical exposure,,is assessed by,attribute,
t11209,chemical exposure,,is assessed by,organism taxon,
t11210,chemical exposure,,is assessed by,event,
t11211,chemical exposure,,interacts with,attribute,
t11212,chemical exposure,,interacts with,organism taxon,
t11213,chemical exposure,,interacts with,event,
t11214,chemical exposure,,associated with sensitivity to,molecular entity,
t11215,chemical exposure,,associated with sensitivity to,chemical mixture,
t11216,chemical exposure,,associated with sensitivity to,environmental food contaminant,
t11217,chemical exposure,,associated with resistance to,molecular entity,
t11218,chemical exposure,,associated with resistance to,chemical mixture,
t11219,chemical exposure,,associated with resistance to,environmental food contaminant,
t11220,chemical exposure,,correlated with,attribute,
t11221,chemical exposure,,correlated with,organism taxon,
t11222,chemical exposure,,correlated with,event,
t11223,chemical exposure,,positively correlated with,attribute,
t11224,chemical exposure,,positively correlated with,organism taxon,
t11225,chemical exposure,,positively correlated with,event,
t11226,chemical exposure,,negatively correlated with,attribute,
t11227,chemical exposure,,negatively correlated with,organism taxon,
t11228,chemical exposure,,negatively correlated with,event,
t11229,chemical exposure,,occurs together in literature with,attribute,
t11230,chemical exposure,,occurs together in literature with,organism taxon,
t11231,chemical exposure,,occurs together in literature with,event,
t11232,chemical exposure,,located in,attribute,
t11233,chemical exposure,,located in,organism taxon,
t11234,chemical exposure,,located in,event,
t11235,chemical exposure,,location of,attribute,
t11236,chemical exposure,,location of,organism taxon,
t11237,chemical exposure,,location of,event,
t11238,chemical exposure,,is input of,molecular activity,
t11239,chemical exposure,,is input of,biological process,
t11240,chemical exposure,,is output of,molecular activity,
t11241,chemical exposure,,is output of,biological process,
t11242,chemical exposure,,actively involved in,molecular activity,
t11243,chemical exposure,,actively involved in,biological process,
t11244,chemical exposure,,capable of,activity and behavior,
t11245,chemical exposure,,capable of,phenomenon,
t11246,chemical exposure,,capable of,environmental process,
t11247,chemical exposure,,consumes,attribute,
t11248,chemical exposure,,consumes,organism taxon,
t11249,chemical exposure,,consumes,event,
t11250,chemical exposure,,consumed by,attribute,
t11251,chemical exposure,,consumed by,organism taxon,
t11252,chemical exposure,,consumed by,event,
t11253,chemical exposure,,is molecular consequence of,,
t11254,complex chemical exposure,,related to,attribute,
t11255,complex chemical exposure,,related to,organism taxon,
t11256,complex chemical exposure,,related to,event,
t11257,complex chemical exposure,,associated with,attribute,
t11258,complex chemical exposure,,associated with,organism taxon,
t11259,complex chemical exposure,,associated with,event,
t11260,complex chemical exposure,,superclass of,attribute,
t11261,complex chemical exposure,,superclass of,relationship type,
t11262,complex chemical exposure,,superclass of,taxonomic rank,
t11263,complex chemical exposure,,subclass of,attribute,
t11264,complex chemical exposure,,subclass of,relationship type,
t11265,complex chemical exposure,,subclass of,taxonomic rank,
t11266,complex chemical exposure,,assesses,attribute,
t11267,complex chemical exposure,,assesses,organism taxon,
t11268,complex chemical exposure,,assesses,event,
t11269,complex chemical exposure,,is assessed by,attribute,
t11270,complex chemical exposure,,is assessed by,organism taxon,
t11271,complex chemical exposure,,is assessed by,event,
t11272,complex chemical exposure,,interacts with,attribute,
t11273,complex chemical exposure,,interacts with,organism taxon,
t11274,complex chemical exposure,,interacts with,event,
t11275,complex chemical exposure,,associated with sensitivity to,molecular entity,
t11276,complex chemical exposure,,associated with sensitivity to,chemical mixture,
t11277,complex chemical exposure,,associated with sensitivity to,environmental food contaminant,
t11278,complex chemical exposure,,associated with resistance to,molecular entity,
t11279,complex chemical exposure,,associated with resistance to,chemical mixture,
t11280,complex chemical exposure,,associated with resistance to,environmental food contaminant,
t11281,complex chemical exposure,,correlated with,attribute,
t11282,complex chemical exposure,,correlated with,organism taxon,
t11283,complex chemical exposure,,correlated with,event,
t11284,complex chemical exposure,,positively correlated with,attribute,
t11285,complex chemical exposure,,positively correlated with,organism taxon,
t11286,complex chemical exposure,,positively correlated with,event,
t11287,complex chemical exposure,,negatively correlated with,attribute,
t11288,complex chemical exposure,,negatively correlated with,organism taxon,
t11289,complex chemical exposure,,negatively correlated with,event,
t11290,complex chemical exposure,,occurs together in literature with,attribute,
t11291,complex chemical exposure,,occurs together in literature with,organism taxon,
t11292,complex chemical exposure,,occurs together in literature with,event,
t11293,complex chemical exposure,,located in,attribute,
t11294,complex chemical exposure,,located in,organism taxon,
t11295,complex chemical exposure,,located in,event,
t11296,complex chemical exposure,,location of,attribute,
t11297,complex chemical exposure,,location of,organism taxon,
t11298,complex chemical exposure,,location of,event,
t11299,complex chemical exposure,,is input of,molecular activity,
t11300,complex chemical exposure,,is input of,biological process,
t11301,complex chemical exposure,,is output of,molecular activity,
t11302,complex chemical exposure,,is output of,biological process,
t11303,complex chemical exposure,,actively involved in,molecular activity,
t11304,complex chemical exposure,,actively involved in,biological process,
t11305,complex chemical exposure,,capable of,activity and behavior,
t11306,complex chemical exposure,,capable of,phenomenon,
t11307,complex chemical exposure,,capable of,environmental process,
t11308,complex chemical exposure,,consumes,attribute,
t11309,complex chemical exposure,,consumes,organism taxon,
t11310,complex chemical exposure,,consumes,event,
t11311,complex chemical exposure,,consumed by,attribute,
t11312,complex chemical exposure,,consumed by,organism taxon,
t11313,complex chemical exposure,,consumed by,event,
t11314,complex chemical exposure,,is molecular consequence of,,
t11315,drug exposure,,related to,attribute,
t11316,drug exposure,,related to,organism taxon,
t11317,drug exposure,,related to,event,
t11318,drug exposure,,associated with,attribute,
t11319,drug exposure,,associated with,organism taxon,
t11320,drug exposure,,associated with,event,
t11321,drug exposure,,superclass of,attribute,
t11322,drug exposure,,superclass of,relationship type,
t11323,drug exposure,,superclass of,taxonomic rank,
t11324,drug exposure,,subclass of,attribute,
t11325,drug exposure,,subclass of,relationship type,
t11326,drug exposure,,subclass of,taxonomic rank,
t11327,drug exposure,,assesses,attribute,
t11328,drug exposure,,assesses,organism taxon,
t11329,drug exposure,,assesses,event,
t11330,drug exposure,,is assessed by,attribute,
t11331,drug exposure,,is assessed by,organism taxon,
t11332,drug exposure,,is assessed by,event,
t11333,drug exposure,,interacts with,attribute,
t11334,drug exposure,,interacts with,organism taxon,
t11335,drug exposure,,interacts with,event,
t11336,drug exposure,,associated with sensitivity to,molecular entity,
t11337,drug exposure,,associated with sensitivity to,chemical mixture,
t11338,drug exposure,,associated with sensitivity to,environmental food contaminant,
t11339,drug exposure,,associated with resistance to,molecular entity,
t11340,drug exposure,,associated with resistance to,chemical mixture,
t11341,drug exposure,,associated with resistance to,environmental food contaminant,
t11342,drug exposure,,correlated with,attribute,
t11343,drug exposure,,correlated with,organism taxon,
t11344,drug exposure,,correlated with,event,
t11345,drug exposure,,positively correlated with,attribute,
t11346,drug exposure,,positively correlated with,organism taxon,
t11347,drug exposure,,positively correlated with,event,
t11348,drug exposure,,negatively correlated with,attribute,
t11349,drug exposure,,negatively correlated with,organism taxon,
t11350,drug exposure,,negatively correlated with,event,
t11351,drug exposure,,occurs together in literature with,attribute,
t11352,drug exposure,,occurs together in literature with,organism taxon,
t11353,drug exposure,,occurs together in literature with,event,
t11354,drug exposure,,located in,attribute,
t11355,drug exposure,,located in,organism taxon,
t11356,drug exposure,,located in,event,
t11357,drug exposure,,location of,attribute,
t11358,drug exposure,,location of,organism taxon,
t11359,drug exposure,,location of,event,
t11360,drug exposure,,is input of,molecular activity,
t11361,drug exposure,,is input of,biological process,
t11362,drug exposure,,is output of,molecular activity,
t11363,drug exposure,,is output of,biological process,
t11364,drug exposure,,actively involved in,molecular activity,
t11365,drug exposure,,actively involved in,biological process,
t11366,drug exposure,,capable of,activity and behavior,
t11367,drug exposure,,capable of,phenomenon,
t11368,drug exposure,,capable of,environmental process,
t11369,drug exposure,,consumes,attribute,
t11370,drug exposure,,consumes,organism taxon,
t11371,drug exposure,,consumes,event,
t11372,drug exposure,,consumed by,attribute,
t11373,drug exposure,,consumed by,organism taxon,
t11374,drug exposure,,consumed by,event,
t11375,drug exposure,,is molecular consequence of,,
t11376,drug to gene interaction exposure,,related to,attribute,
t11377,drug to gene interaction exposure,,related to,organism taxon,
t11378,drug to gene interaction exposure,,related to,event,
t11379,drug to gene interaction exposure,,associated with,attribute,
t11380,drug to gene interaction exposure,,associated with,organism taxon,
t11381,drug to gene interaction exposure,,associated with,event,
t11382,drug to gene interaction exposure,,superclass of,attribute,
t11383,drug to gene interaction exposure,,superclass of,relationship type,
t11384,drug to gene interaction exposure,,superclass of,taxonomic rank,
t11385,drug to gene interaction exposure,,subclass of,attribute,
t11386,drug to gene interaction exposure,,subclass of,relationship type,
t11387,drug to gene interaction exposure,,subclass of,taxonomic rank,
t11388,drug to gene interaction exposure,,assesses,attribute,
t11389,drug to gene interaction exposure,,assesses,organism taxon,
t11390,drug to gene interaction exposure,,assesses,event,
t11391,drug to gene interaction exposure,,is assessed by,attribute,
t11392,drug to gene interaction exposure,,is assessed by,organism taxon,
t11393,drug to gene interaction exposure,,is assessed by,event,
t11394,drug to gene interaction exposure,,interacts with,attribute,
t11395,drug to gene interaction exposure,,interacts with,organism taxon,
t11396,drug to gene interaction exposure,,interacts with,event,
t11397,drug to gene interaction exposure,,associated with sensitivity to,molecular entity,
t11398,drug to gene interaction exposure,,associated with sensitivity to,chemical mixture,
t11399,drug to gene interaction exposure,,associated with sensitivity to,environmental food contaminant,
t11400,drug to gene interaction exposure,,associated with resistance to,molecular entity,
t11401,drug to gene interaction exposure,,associated with resistance to,chemical mixture,
t11402,drug to gene interaction exposure,,associated with resistance to,environmental food contaminant,
t11403,drug to gene interaction exposure,,correlated with,attribute,
t11404,drug to gene interaction exposure,,correlated with,organism taxon,
t11405,drug to gene interaction exposure,,correlated with,event,
t11406,drug to gene interaction exposure,,positively correlated with,attribute,
t11407,drug to gene interaction exposure,,positively correlated with,organism taxon,
